country,year,fertility,gdp_capita,life_expectancy,population
Ukraine,1988,1.92,10800,71.1,51300000
United Arab Emirates,1988,4.8,80900,71.0,1630000
United Kingdom,1988,1.83,26100,75.3,56800000
United States,1988,1.92,35700,75.2,247000000
Uruguay,1988,2.53,9810,72.6,3070000
Uzbekistan,1988,4.37,3360,69.4,19400000
Vanuatu,1988,5.02,2480,62.3,139000
Venezuela,1988,3.6,15800,71.8,18700000
Vietnam,1988,3.8,1390,68.3,65100000
Yemen,1988,8.79,3560,57.9,10700000
Zambia,1988,6.56,2260,53.0,7600000
Zimbabwe,1988,5.57,2720,62.4,9850000
Afghanistan,1989,7.46,1940,51.7,11900000
Albania,1989,3.05,4420,73.1,3260000
Algeria,1989,4.96,10700,71.3,25100000
Angola,1989,7.29,4670,47.8,11500000
Antigua and Barbuda,1989,2.06,16900,74.0,62000
Argentina,1989,3.02,11500,72.3,32100000
Armenia,1989,2.57,4120,70.4,3540000
Australia,1989,1.85,28800,76.4,16700000
Austria,1989,1.45,30300,75.6,7690000
Azerbaijan,1989,3.14,10000,67.5,7130000
Bahamas,1989,2.65,32000,70.9,252000
Bahrain,1989,3.87,36300,70.6,481000
Bangladesh,1989,4.74,1270,58.1,101000000
Barbados,1989,1.75,14500,73.7,260000
Belarus,1989,1.97,8700,71.5,10100000
Belgium,1989,1.57,29800,75.8,9980000
Belize,1989,4.58,4690,71.9,183000
Benin,1989,6.81,1380,55.1,4820000
Bhutan,1989,5.83,2140,59.3,522000
Bolivia,1989,4.95,3600,60.2,6720000
Bosnia and Herzegovina,1989,1.8,3200,73.5,4510000
Botswana,1989,4.69,8180,63.9,1240000
Brazil,1989,2.92,11000,67.4,146000000
Brunei,1989,3.61,86200,70.4,251000
Bulgaria,1989,1.84,10300,71.8,8900000
Burkina Faso,1989,7.04,881,50.7,8580000
Burundi,1989,7.53,1020,48.7,5310000
Cambodia,1989,5.78,894,57.3,8690000
Cameroon,1989,6.51,3140,57.8,11400000
Canada,1989,1.65,31800,77.1,27200000
Cape Verde,1989,5.44,1730,69.8,331000
Central African Republic,1989,5.85,1030,47.6,2750000
Chad,1989,7.28,1090,53.7,5770000
Chile,1989,2.58,8790,73.0,13100000
China,1989,2.49,1560,68.4,1160000000
Colombia,1989,3.07,7570,71.0,32500000
Comoros,1989,5.74,2580,57.7,400000
"Congo, Dem. Rep.",1989,7.08,1470,54.1,33500000
"Congo, Rep.",1989,5.42,5420,54.2,2290000
Costa Rica,1989,3.23,7650,76.4,3040000
Cote d'Ivoire,1989,6.6,3690,55.1,11500000
Croatia,1989,1.73,18900,72.3,4780000
Cuba,1989,1.78,7270,74.7,10500000
Cyprus,1989,2.43,21100,75.6,751000
Czech Republic,1989,1.85,19800,71.4,10300000
Denmark,1989,1.62,33400,74.9,5130000
Djibouti,1989,6.14,3280,60.3,564000
Dominican Republic,1989,3.54,5920,71.7,7000000
Ecuador,1989,3.86,7440,71.7,9990000
Egypt,1989,4.86,5940,63.7,54800000
El Salvador,1989,4.04,4440,66.8,5200000
Equatorial Guinea,1989,5.99,1850,48.6,407000
Eritrea,1989,6.45,1250,48.6,2230000
Estonia,1989,2.04,15500,70.2,1570000
Eswatini,1989,5.78,5330,61.8,798000
Ethiopia,1989,7.3,688,47.6,46300000
Fiji,1989,3.43,5460,67.7,725000
Finland,1989,1.71,29000,75.0,4980000
France,1989,1.77,28900,76.8,56400000
Gabon,1989,5.49,19000,60.3,924000
Gambia,1989,6.12,1460,59.7,916000
Georgia,1989,2.22,9430,70.1,5410000
Germany,1989,1.38,32600,75.4,78700000
Ghana,1989,5.71,1880,59.1,14400000
Greece,1989,1.51,20800,77.4,10200000
Grenada,1989,3.97,6820,69.2,96900
Guatemala,1989,5.5,5080,63.1,9050000
Guinea,1989,6.62,1350,51.4,6170000
Guinea-Bissau,1989,6.66,1610,48.3,954000
Guyana,1989,3.09,2950,65.6,746000
Haiti,1989,5.55,2140,54.2,6900000
Honduras,1989,5.23,3310,68.6,4810000
Hungary,1989,1.82,18300,69.6,10400000
Iceland,1989,2.15,29800,77.7,252000
India,1989,4.13,1840,59.1,855000000
Indonesia,1989,3.23,4320,63.5,178000000
Iran,1989,5.15,10700,69.9,54800000
Iraq,1989,5.97,12300,65.8,17000000
Ireland,1989,2.06,20000,74.6,3510000
Israel,1989,3.02,20000,77.2,4330000
Italy,1989,1.32,30500,76.9,57000000
Jamaica,1989,3.0,6950,74.8,2400000
Japan,1989,1.6,29200,79.1,124000000
Jordan,1989,5.7,6860,70.7,3400000
Kazakhstan,1989,2.92,13400,68.6,16300000
Kenya,1989,6.24,2330,62.3,22900000
Kiribati,1989,4.74,1940,58.3,70800
Kuwait,1989,3.21,52200,75.0,2090000
Kyrgyz Republic,1989,3.96,3500,66.3,4310000
Lao,1989,6.22,1650,51.6,4140000
Latvia,1989,2.03,14500,70.4,2660000
Lebanon,1989,3.09,4520,70.9,2730000
Lesotho,1989,5.0,1240,60.4,1670000
Liberia,1989,6.59,1560,52.4,2110000
Libya,1989,5.26,22600,71.8,4330000
Lithuania,1989,2.0,16500,71.5,3680000
Luxembourg,1989,1.53,56400,75.1,378000
Madagascar,1989,6.21,1640,55.0,11300000
Malawi,1989,7.05,752,48.8,9080000
Malaysia,1989,3.6,9820,71.1,17500000
Maldives,1989,6.29,5700,63.8,217000
Mali,1989,7.16,1280,49.1,8300000
Malta,1989,2.03,15300,76.2,359000
Mauritania,1989,6.09,2870,59.6,1980000
Mauritius,1989,2.3,7140,69.7,1050000
Mexico,1989,3.57,13100,70.9,82400000
"Micronesia, Fed. Sts.",1989,5.05,2680,63.4,94100
Moldova,1989,2.51,8140,68.3,4350000
Mongolia,1989,4.36,5410,61.0,2140000
Montenegro,1989,2.09,20100,74.2,615000
Morocco,1989,4.22,3880,66.0,24400000
Mozambique,1989,6.25,385,50.2,12800000
Myanmar,1989,3.59,726,55.2,40700000
Namibia,1989,5.36,5920,61.7,1390000
Nepal,1989,5.24,1170,57.8,18400000
Netherlands,1989,1.55,31200,76.9,14900000
New Zealand,1989,2.33,24300,74.9,3360000
Nicaragua,1989,4.76,3120,71.1,4080000
Niger,1989,7.79,936,46.0,7780000
Nigeria,1989,6.54,3260,55.6,92800000
North Korea,1989,2.32,2540,71.7,20000000
North Macedonia,1989,2.24,10700,71.7,2000000
Norway,1989,1.89,42500,76.5,4230000
Oman,1989,7.46,36300,68.2,1740000
Pakistan,1989,6.14,3000,61.5,105000000
Palestine,1989,6.75,2320,70.5,2020000
Panama,1989,3.12,7400,75.2,2420000
Papua New Guinea,1989,4.86,2320,54.4,4510000
Paraguay,1989,4.64,7840,74.0,4110000
Peru,1989,3.93,5650,69.4,21600000
Philippines,1989,4.4,3990,67.6,60300000
Poland,1989,2.12,11400,71.3,37800000
Portugal,1989,1.56,19300,74.0,9890000
Qatar,1989,4.16,70900,71.2,462000
Romania,1989,2.0,12100,69.9,23500000
Russia,1989,2.02,21200,69.8,147000000
Rwanda,1989,7.43,914,51.0,7280000
Samoa,1989,5.21,3850,70.6,162000
Sao Tome and Principe,1989,5.88,2150,62.3,116000
Saudi Arabia,1989,6.05,38000,71.9,15700000
Senegal,1989,6.64,2280,58.1,7300000
Serbia,1989,2.15,16900,70.8,9450000
Seychelles,1989,2.82,13400,70.5,70100
Sierra Leone,1989,6.73,1270,49.7,4250000
Singapore,1989,1.75,32500,75.4,2940000
Slovak Republic,1989,2.09,14900,71.0,5270000
Slovenia,1989,1.54,20600,73.4,2000000
Solomon Islands,1989,5.96,1900,60.1,303000
Somalia,1989,7.34,950,50.4,7130000
South Africa,1989,3.79,10200,64.8,35900000
South Korea,1989,1.58,10700,71.8,42500000
South Sudan,1989,6.79,2340,51.0,5510000
Spain,1989,1.38,22700,76.9,39100000
Sri Lanka,1989,2.54,3440,69.8,17100000
St. Lucia,1989,3.5,9380,70.2,136000
St. Vincent and the Grenadines,1989,3.01,5350,71.0,107000
Sudan,1989,6.21,1970,58.0,19500000
Suriname,1989,3.06,11000,67.4,397000
Sweden,1989,2.02,30800,77.6,8510000
Switzerland,1989,1.55,47000,77.8,6600000
Syria,1989,5.53,4060,69.6,12100000
Tajikistan,1989,5.34,3810,66.8,5150000
Tanzania,1989,6.27,1540,55.3,24400000
Thailand,1989,2.18,6060,70.5,55800000
Timor-Leste,1989,5.27,2480,59.3,719000
Togo,1989,6.44,1280,57.4,3680000
Tonga,1989,4.69,3680,70.0,94800
Trinidad and Tobago,1989,2.57,10800,70.0,1210000
Tunisia,1989,3.68,5300,72.2,8060000
Turkey,1989,3.21,10600,68.6,53000000
Turkmenistan,1989,4.44,8460,65.9,3590000
Uganda,1989,7.1,775,48.4,16800000
Ukraine,1989,1.87,11100,70.7,51400000
United Arab Emirates,1989,4.64,90100,71.1,1730000
United Kingdom,1989,1.82,26600,75.5,57000000
United States,1989,2.0,36600,75.3,250000000
Uruguay,1989,2.53,9850,72.9,3090000
Uzbekistan,1989,4.29,3290,69.5,19900000
Vanuatu,1989,4.97,2500,62.3,143000
Venezuela,1989,3.52,14100,71.9,19200000
Vietnam,1989,3.68,1420,68.6,66600000
Yemen,1989,8.71,3550,58.3,11200000
Zambia,1989,6.5,2210,51.9,7820000
Zimbabwe,1989,5.37,2820,61.9,10200000
Afghanistan,1990,7.47,1860,52.6,12400000
Albania,1990,2.98,4460,73.3,3290000
Algeria,1990,4.73,10300,71.7,25800000
Angola,1990,7.25,4760,47.9,11800000
Antigua and Barbuda,1990,2.06,17500,74.3,62500
Argentina,1990,2.99,11400,72.4,32600000
Armenia,1990,2.54,3740,70.1,3540000
Australia,1990,1.88,28700,76.9,17000000
Austria,1990,1.46,31300,75.8,7720000
Azerbaijan,1990,3.09,8790,67.4,7240000
Bahamas,1990,2.64,31000,71.1,256000
Bahrain,1990,3.74,35100,70.5,496000
Bangladesh,1990,4.55,1330,58.3,103000000
Barbados,1990,1.74,14100,73.8,261000
Belarus,1990,1.9,8370,71.1,10200000
Belgium,1990,1.58,30600,76.0,10000000
Belize,1990,4.51,5120,72.0,188000
Benin,1990,6.74,1460,55.2,4980000
Bhutan,1990,5.64,2350,60.0,531000
Bolivia,1990,4.91,3700,60.9,6860000
Bosnia and Herzegovina,1990,1.77,2750,73.6,4460000
Botswana,1990,4.54,8500,63.5,1290000
Brazil,1990,2.81,10300,67.5,149000000
Brunei,1990,3.53,84700,70.5,259000
Bulgaria,1990,1.77,9300,71.7,8840000
Burkina Faso,1990,7.01,844,50.8,8810000
Burundi,1990,7.51,1030,48.7,5440000
Cambodia,1990,5.6,863,57.6,8980000
Cameroon,1990,6.44,3000,57.7,11800000
Canada,1990,1.66,31400,77.3,27500000
Cape Verde,1990,5.31,1680,70.3,338000
Central African Republic,1990,5.81,983,47.2,2810000
Chad,1990,7.31,1110,53.4,5960000
Chile,1990,2.55,8970,73.2,13300000
China,1990,2.35,1520,68.7,1180000000
Colombia,1990,2.99,7730,71.4,33100000
Comoros,1990,5.57,2580,58.1,412000
"Congo, Dem. Rep.",1990,7.13,1390,53.9,34600000
"Congo, Rep.",1990,5.35,5320,53.8,2360000
Costa Rica,1990,3.17,7740,76.5,3120000
Cote d'Ivoire,1990,6.5,3290,54.8,11900000
Croatia,1990,1.67,17500,72.5,4780000
Cuba,1990,1.75,6860,74.8,10600000
Cyprus,1990,2.41,22500,75.9,767000
Czech Republic,1990,1.8,20000,71.5,10300000
Denmark,1990,1.67,33800,75.0,5140000
Djibouti,1990,6.09,3150,60.1,590000
Dominican Republic,1990,3.47,5520,72.0,7130000
Ecuador,1990,3.77,7460,72.0,10200000
Egypt,1990,4.66,5900,64.4,56100000
El Salvador,1990,3.96,4510,69.2,5270000
Equatorial Guinea,1990,5.99,1770,48.3,419000
Eritrea,1990,6.39,1250,49.2,2260000
Estonia,1990,1.94,14300,70.0,1570000
Eswatini,1990,5.62,5630,62.1,822000
Ethiopia,1990,7.25,655,47.1,47900000
Fiji,1990,3.4,5890,67.7,729000
Finland,1990,1.79,28900,75.1,5000000
France,1990,1.75,29500,77.0,56700000
Gabon,1990,5.42,19600,60.0,949000
Gambia,1990,6.11,1440,59.9,956000
Georgia,1990,2.18,7980,70.0,5410000
Germany,1990,1.36,31300,75.5,79100000
Ghana,1990,5.6,1900,59.2,14800000
Greece,1990,1.47,20700,77.5,10200000
Grenada,1990,3.84,7240,69.4,96300
Guatemala,1990,5.44,5100,63.0,9260000
Guinea,1990,6.6,1340,51.9,6350000
Guinea-Bissau,1990,6.63,1630,48.7,975000
Guyana,1990,3.07,2880,65.5,743000
Haiti,1990,5.43,2110,54.5,7040000
Honduras,1990,5.14,3210,68.9,4960000
Hungary,1990,1.81,17200,69.5,10400000
Iceland,1990,2.16,30100,77.8,255000
India,1990,4.05,1910,59.6,873000000
Indonesia,1990,3.12,4630,63.9,181000000
Iran,1990,4.82,11400,68.1,56400000
Iraq,1990,5.88,11600,65.9,17400000
Ireland,1990,2.0,21700,74.9,3510000
Israel,1990,3.0,20700,77.4,4450000
Italy,1990,1.3,31100,77.1,57000000
Jamaica,1990,2.95,7300,75.0,2420000
Japan,1990,1.56,30600,79.3,125000000
Jordan,1990,5.49,6280,71.0,3570000
Kazakhstan,1990,2.83,13000,68.5,16400000
Kenya,1990,6.07,2350,61.9,23700000
Kiribati,1990,4.69,1940,58.5,72400
Kuwait,1990,2.97,40100,75.0,2100000
Kyrgyz Republic,1990,3.89,3480,66.3,4370000
Lao,1990,6.15,1710,51.9,4260000
Latvia,1990,1.94,14600,69.8,2660000
Lebanon,1990,3.0,5580,70.3,2800000
Lesotho,1990,4.92,1300,60.4,1700000
Liberia,1990,6.5,957,49.0,2080000
Libya,1990,4.97,22800,72.1,4440000
Lithuania,1990,1.96,15600,71.4,3700000
Luxembourg,1990,1.56,57600,75.4,382000
Madagascar,1990,6.18,1650,55.4,11600000
Malawi,1990,6.92,747,48.6,9400000
Malaysia,1990,3.55,10600,71.3,18000000
Maldives,1990,5.99,6380,65.1,223000
Mali,1990,7.17,1270,49.3,8450000
Malta,1990,2.03,16200,76.5,362000
Mauritania,1990,6.04,2800,59.6,2030000
Mauritius,1990,2.29,7580,70.1,1060000
Mexico,1990,3.47,13600,71.4,83900000
"Micronesia, Fed. Sts.",1990,4.96,2720,63.5,96300
Moldova,1990,2.41,7820,68.0,4370000
Mongolia,1990,4.05,5120,61.2,2180000
Montenegro,1990,2.08,18300,74.3,615000
Morocco,1990,4.06,3920,66.6,24800000
Mozambique,1990,6.21,386,50.3,13000000
Myanmar,1990,3.46,730,55.3,41300000
Namibia,1990,5.23,5710,61.6,1430000
Nepal,1990,5.17,1190,58.3,18900000
Netherlands,1990,1.62,32300,77.0,15000000
New Zealand,1990,2.4,24000,75.3,3400000
Nicaragua,1990,4.6,2970,71.9,4170000
Niger,1990,7.77,893,46.6,8030000
Nigeria,1990,6.49,3360,55.5,95200000
North Korea,1990,2.29,2390,71.8,20300000
North Macedonia,1990,2.21,9630,71.9,2000000
Norway,1990,1.93,42800,76.7,4250000
Oman,1990,7.17,35000,68.8,1810000
Pakistan,1990,6.02,3060,61.7,108000000
Palestine,1990,6.72,2630,70.6,2100000
Panama,1990,3.06,7860,75.8,2470000
Papua New Guinea,1990,4.8,2220,54.4,4620000
Paraguay,1990,4.55,7930,74.3,4220000
Peru,1990,3.83,5250,70.0,22100000
Philippines,1990,4.32,4010,67.9,61900000
Poland,1990,2.08,10300,71.2,38000000
Portugal,1990,1.52,20200,74.1,9900000
Qatar,1990,4.01,70600,71.5,476000
Romania,1990,1.87,11400,69.9,23500000
Russia,1990,1.89,20600,69.5,148000000
Rwanda,1990,7.18,868,49.4,7290000
Samoa,1990,5.12,3650,70.8,163000
Sao Tome and Principe,1990,5.82,2040,63.3,119000
Saudi Arabia,1990,5.91,42700,71.7,16200000
Senegal,1990,6.53,2320,58.4,7530000
Serbia,1990,2.1,15000,70.9,9520000
Seychelles,1990,2.74,14200,70.5,70600
Sierra Leone,1990,6.72,1250,50.1,4320000
Singapore,1990,1.83,34900,76.1,3010000
Slovak Republic,1990,2.04,14600,71.0,5290000
Slovenia,1990,1.48,18900,73.9,2010000
Solomon Islands,1990,5.85,1880,60.2,312000
Somalia,1990,7.4,930,50.1,7230000
South Africa,1990,3.65,9900,65.1,36800000
South Korea,1990,1.58,11600,72.2,42900000
South Sudan,1990,6.76,2100,51.2,5490000
Spain,1990,1.34,23800,77.0,39200000
Sri Lanka,1990,2.48,3610,69.7,17300000
St. Lucia,1990,3.4,9630,70.5,138000
St. Vincent and the Grenadines,1990,2.96,5580,71.0,107000
Sudan,1990,6.15,1760,58.6,20100000
Suriname,1990,3.03,10400,68.8,405000
Sweden,1990,2.14,31000,77.7,8570000
Switzerland,1990,1.55,48200,77.8,6650000
Syria,1990,5.31,4220,69.8,12400000
Tajikistan,1990,5.23,3660,67.0,5280000
Tanzania,1990,6.21,1550,54.9,25200000
Thailand,1990,2.11,6650,70.7,56600000
Timor-Leste,1990,5.34,2590,60.2,738000
Togo,1990,6.32,1300,57.6,3770000
Tonga,1990,4.64,3580,70.2,95100
Trinidad and Tobago,1990,2.45,10900,69.9,1220000
Tunisia,1990,3.48,5610,72.5,8240000
Turkey,1990,3.11,11400,68.6,53900000
Turkmenistan,1990,4.34,8320,66.0,3680000
Uganda,1990,7.09,773,47.6,17400000
Ukraine,1990,1.81,10500,70.3,51500000
United Arab Emirates,1990,4.45,112000,71.2,1830000
United Kingdom,1990,1.81,26700,75.8,57100000
United States,1990,2.07,36800,75.6,252000000
Uruguay,1990,2.52,9840,73.0,3110000
Uzbekistan,1990,4.21,3090,69.4,20400000
Vanuatu,1990,4.93,2550,62.4,147000
Venezuela,1990,3.45,14600,72.1,19600000
Vietnam,1990,3.55,1460,68.9,68000000
Yemen,1990,8.61,3430,58.7,11700000
Zambia,1990,6.44,2340,50.7,8040000
Zimbabwe,1990,5.18,2820,60.9,10400000
Afghanistan,1991,7.48,1640,52.4,13300000
Albania,1991,2.91,3230,73.0,3280000
Algeria,1991,4.48,9930,72.2,26400000
Angola,1991,7.19,4650,48.5,12200000
Antigua and Barbuda,1991,2.07,17600,74.5,63400
Argentina,1991,2.95,12200,72.6,33100000
Armenia,1991,2.48,3340,69.7,3510000
Australia,1991,1.86,28200,77.3,17200000
Austria,1991,1.51,32100,75.9,7770000
Azerbaijan,1991,3.02,8590,66.8,7360000
Bahamas,1991,2.63,29200,71.3,261000
Bahrain,1991,3.6,38000,70.5,510000
Bangladesh,1991,4.37,1340,56.8,106000000
Barbados,1991,1.73,13500,73.8,262000
Belarus,1991,1.82,8260,70.7,10200000
Belgium,1991,1.59,31100,76.3,10000000
Belize,1991,4.44,5600,72.3,191000
Benin,1991,6.68,1470,55.5,5150000
Bhutan,1991,5.43,2330,60.6,535000
Bolivia,1991,4.87,3820,61.3,7010000
Bosnia and Herzegovina,1991,1.75,2420,72.8,4370000
Botswana,1991,4.41,8860,63.0,1330000
Brazil,1991,2.72,10300,68.1,152000000
Brunei,1991,3.44,84900,70.7,266000
Bulgaria,1991,1.69,8600,71.9,8770000
Burkina Faso,1991,6.98,897,50.7,9050000
Burundi,1991,7.47,1050,48.5,5560000
Cambodia,1991,5.42,896,58.0,9290000
Cameroon,1991,6.35,2800,57.4,12100000
Canada,1991,1.67,30400,77.6,27900000
Cape Verde,1991,5.16,1660,70.3,346000
Central African Republic,1991,5.77,953,46.9,2880000
Chad,1991,7.35,1170,53.5,6160000
Chile,1991,2.5,9510,74.2,13500000
China,1991,2.19,1640,68.8,1190000000
Colombia,1991,2.93,7730,70.9,33800000
Comoros,1991,5.45,2370,58.5,424000
"Congo, Dem. Rep.",1991,7.17,1220,53.8,35900000
"Congo, Rep.",1991,5.29,5300,53.5,2420000
Costa Rica,1991,3.11,7720,76.5,3200000
Cote d'Ivoire,1991,6.4,3170,54.2,12400000
Croatia,1991,1.62,13700,71.0,4760000
Cuba,1991,1.72,5700,74.9,10700000
Cyprus,1991,2.38,22100,76.1,783000
Czech Republic,1991,1.74,17700,72.0,10300000
Denmark,1991,1.68,34200,75.3,5150000
Djibouti,1991,6.0,2930,60.1,607000
Dominican Republic,1991,3.4,5460,72.4,7270000
Ecuador,1991,3.68,7600,71.5,10500000
Egypt,1991,4.46,5830,64.9,57400000
El Salvador,1991,3.89,4520,69.7,5340000
Equatorial Guinea,1991,5.99,1670,48.1,433000
Eritrea,1991,6.32,1390,49.8,2270000
Estonia,1991,1.83,12900,69.5,1550000
Eswatini,1991,5.46,5580,62.4,845000
Ethiopia,1991,7.19,587,47.8,49600000
Fiji,1991,3.37,5680,67.6,735000
Finland,1991,1.8,27000,75.5,5020000
France,1991,1.74,29600,77.2,56900000
Gabon,1991,5.35,20200,60.2,976000
Gambia,1991,6.09,1440,60.2,993000
Georgia,1991,2.13,6260,69.9,5370000
Germany,1991,1.34,32600,75.7,79500000
Ghana,1991,5.5,1940,59.3,15200000
Greece,1991,1.44,21100,77.6,10300000
Grenada,1991,3.7,7330,70.0,96500
Guatemala,1991,5.38,5160,62.5,9480000
Guinea,1991,6.57,1340,52.3,6530000
Guinea-Bissau,1991,6.58,1680,49.1,998000
Guyana,1991,3.06,3040,66.1,744000
Haiti,1991,5.32,2110,54.6,7180000
Honduras,1991,5.05,3010,69.2,5100000
Hungary,1991,1.78,15200,69.5,10400000
Iceland,1991,2.17,29700,78.0,258000
India,1991,3.96,1890,59.9,891000000
Indonesia,1991,3.02,4860,64.3,185000000
Iran,1991,4.48,12500,70.4,57700000
Iraq,1991,5.79,4040,62.7,17900000
Ireland,1991,1.95,22000,75.1,3520000
Israel,1991,2.97,21000,77.1,4590000
Italy,1991,1.29,31600,77.1,57100000
Jamaica,1991,2.9,7590,75.3,2440000
Japan,1991,1.53,31500,79.4,125000000
Jordan,1991,5.29,6070,71.2,3760000
Kazakhstan,1991,2.73,11500,68.2,16400000
Kenya,1991,5.9,2300,61.3,24500000
Kiribati,1991,4.64,1910,58.6,73700
Kuwait,1991,2.79,24300,77.5,2030000
Kyrgyz Republic,1991,3.8,3150,66.2,4420000
Lao,1991,6.05,1730,52.5,4380000
Latvia,1991,1.83,12900,69.5,2650000
Lebanon,1991,2.92,8010,71.9,2920000
Lesotho,1991,4.84,1360,60.1,1740000
Liberia,1991,6.41,932,51.6,2040000
Libya,1991,4.67,25700,72.3,4540000
Lithuania,1991,1.91,14600,70.6,3700000
Luxembourg,1991,1.6,61800,75.6,386000
Madagascar,1991,6.15,1500,55.7,11900000
Malawi,1991,6.8,795,48.1,9600000
Malaysia,1991,3.51,11300,71.5,18500000
Maldives,1991,5.67,6680,65.8,230000
Mali,1991,7.16,1390,49.8,8640000
Malta,1991,2.02,16700,76.7,365000
Mauritania,1991,5.99,2780,60.1,2090000
Mauritius,1991,2.28,7830,70.6,1070000
Mexico,1991,3.37,13900,71.8,85500000
"Micronesia, Fed. Sts.",1991,4.88,2850,63.7,98800
Moldova,1991,2.31,6560,67.7,4380000
Mongolia,1991,3.75,4610,61.3,2220000
Montenegro,1991,2.06,16100,74.6,616000
Morocco,1991,3.9,4130,67.0,25300000
Mozambique,1991,6.17,395,50.4,13300000
Myanmar,1991,3.34,716,55.5,41900000
Namibia,1991,5.1,6000,61.6,1480000
Nepal,1991,5.1,1230,59.0,19400000
Netherlands,1991,1.61,32800,77.2,15100000
New Zealand,1991,2.36,22700,75.8,3450000
Nicaragua,1991,4.43,2900,71.8,4270000
Niger,1991,7.76,886,47.0,8290000
Nigeria,1991,6.44,3290,55.5,97700000
North Korea,1991,2.26,2240,71.8,20600000
North Macedonia,1991,2.17,9050,72.3,1990000
Norway,1991,1.92,43900,77.0,4270000
Oman,1991,6.83,35600,69.2,1890000
Pakistan,1991,5.9,3120,61.4,111000000
Palestine,1991,6.67,2390,70.8,2190000
Panama,1991,3.0,8420,76.0,2520000
Papua New Guinea,1991,4.76,2370,54.4,4730000
Paraguay,1991,4.46,8000,74.5,4330000
Peru,1991,3.72,5260,70.5,22500000
Philippines,1991,4.25,3890,68.5,63500000
Poland,1991,2.03,9520,70.9,38100000
Portugal,1991,1.5,21100,74.1,9920000
Qatar,1991,3.89,67800,71.6,487000
Romania,1991,1.74,10100,70.3,23500000
Russia,1991,1.73,19600,69.3,148000000
Rwanda,1991,6.94,871,49.2,7080000
Samoa,1991,5.03,3540,70.7,164000
Sao Tome and Principe,1991,5.77,2020,63.4,122000
Saudi Arabia,1991,5.76,47500,72.2,16800000
Senegal,1991,6.43,2310,58.8,7760000
Serbia,1991,2.05,13300,72.0,9600000
Seychelles,1991,2.66,14400,70.5,71400
Sierra Leone,1991,6.71,1270,49.8,4350000
Singapore,1991,1.73,36200,76.5,3100000
Slovak Republic,1991,1.97,12400,71.1,5310000
Slovenia,1991,1.42,17200,73.6,2010000
Solomon Islands,1991,5.73,1940,60.0,321000
Somalia,1991,7.45,921,48.7,7270000
South Africa,1991,3.53,9560,65.4,37700000
South Korea,1991,1.6,12700,72.6,43400000
South Sudan,1991,6.73,2180,51.6,5420000
Spain,1991,1.31,24300,77.1,39300000
Sri Lanka,1991,2.43,3730,70.6,17500000
St. Lucia,1991,3.3,9530,70.8,140000
St. Vincent and the Grenadines,1991,2.91,5620,71.3,108000
Sudan,1991,6.09,1850,59.2,20900000
Suriname,1991,3.01,10500,69.0,413000
Sweden,1991,2.11,30400,77.8,8630000
Switzerland,1991,1.54,47100,77.9,6720000
Syria,1991,5.11,4540,69.8,12800000
Tajikistan,1991,5.1,3330,66.8,5400000
Tanzania,1991,6.15,1530,54.5,26100000
Thailand,1991,2.06,7140,70.8,57200000
Timor-Leste,1991,5.47,2780,60.4,760000
Togo,1991,6.2,1260,57.7,3860000
Tonga,1991,4.61,3800,70.3,95200
Trinidad and Tobago,1991,2.34,11200,70.1,1230000
Tunisia,1991,3.28,5700,72.6,8430000
Turkey,1991,3.02,11300,69.0,54800000
Turkmenistan,1991,4.22,7710,66.0,3790000
Uganda,1991,7.08,789,47.1,18000000
Ukraine,1991,1.74,9560,69.7,51500000
United Arab Emirates,1991,4.25,107000,71.5,1940000
United Kingdom,1991,1.8,26300,76.0,57300000
United States,1991,2.06,36300,75.7,255000000
Uruguay,1991,2.51,10100,73.4,3130000
Uzbekistan,1991,4.11,3010,69.2,20900000
Vanuatu,1991,4.89,2560,62.6,151000
Venezuela,1991,3.37,15700,72.6,20100000
Vietnam,1991,3.42,1510,69.1,69400000
Yemen,1991,8.46,3470,59.2,12300000
Zambia,1991,6.38,2280,49.5,8250000
Zimbabwe,1991,5.0,2910,59.5,10700000
Afghanistan,1992,7.5,1520,52.9,14500000
Albania,1992,2.83,3020,73.4,3250000
Algeria,1992,4.22,9870,72.5,27000000
Angola,1992,7.13,4240,48.6,12700000
Antigua and Barbuda,1992,2.1,17500,74.4,64500
Argentina,1992,2.91,13000,72.6,33500000
Armenia,1992,2.4,1980,68.6,3440000
Australia,1992,1.87,28000,77.4,17400000
Austria,1992,1.51,32400,76.1,7830000
Azerbaijan,1992,2.93,6550,64.6,7470000
Bahamas,1992,2.62,27500,71.2,266000
Bahrain,1992,3.47,39500,70.4,523000
Bangladesh,1992,4.2,1380,60.1,108000000
Barbados,1992,1.73,12500,73.9,263000
Belarus,1992,1.73,7450,70.2,10200000
Belgium,1992,1.6,31400,76.4,10100000
Belize,1992,4.36,6170,72.3,194000
Benin,1992,6.6,1470,56.0,5330000
Bhutan,1992,5.22,2440,61.2,535000
Bolivia,1992,4.81,3800,61.8,7160000
Bosnia and Herzegovina,1992,1.73,1830,67.7,4230000
Botswana,1992,4.29,8870,62.3,1360000
Brazil,1992,2.64,10100,68.4,154000000
Brunei,1992,3.32,86400,71.1,274000
Bulgaria,1992,1.6,8060,71.4,8680000
Burkina Faso,1992,6.95,875,50.6,9300000
Burundi,1992,7.43,1040,48.4,5690000
